orgao_codigo;orgao_nome;unidade_codigo;unidade_nome;projeto_atividade_codigo;projeto_atividade_nome;conta_despesa_codigo;conta_despesa_nome;fonte_seq;fonte_grupo;fonte_codigo;fonte_detalhe;fonte_descricao;valor_autorizado;valor_atualizado;liquido_empenhado;saldo_atual
02;GOVERNO MUNICIPAL;001;GABINETE DO PREFEITO;04.122.0002.2003;Manutenção das Atividades do Gabinete do Prefeito;3.1.90.11.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;00010;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);484000.00;410116.95;284816.82;125300.13
02;GOVERNO MUNICIPAL;001;GABINETE DO PREFEITO;04.122.0002.2003;Manutenção das Atividades do Gabinete do Prefeito;3.1.90.13.00.00;CONTRIBUIÇÕES PATRONAIS;00020;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);90000.00;88500.00;48960.77;39539.23
02;GOVERNO MUNICIPAL;001;GABINETE DO PREFEITO;04.122.0002.2003;Manutenção das Atividades do Gabinete do Prefeito;3.3.90.14.00.00;DIÁRIAS - CIVIL;00030;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);60000.00;60000.00;32330.00;27670.00
02;GOVERNO MUNICIPAL;001;GABINETE DO PREFEITO;04.122.0002.2003;Manutenção das Atividades do Gabinete do Prefeito;3.3.90.33.00.00;PASSAGENS E DESPESAS COM LOCOMOÇÃO;00040;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);15000.00;15000.00;0.00;15000.00
02;GOVERNO MUNICIPAL;002;DEPARTAMENTO DE PROCURADORIA MUNICIPAL;03.092.0002.2004;Manutenção das Atividades da Produradoria Geral do Município;3.1.90.11.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;00050;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);467000.00;411000.00;329517.07;81482.93
02;GOVERNO MUNICIPAL;002;DEPARTAMENTO DE PROCURADORIA MUNICIPAL;03.092.0002.2004;Manutenção das Atividades da Produradoria Geral do Município;3.1.90.13.00.00;CONTRIBUIÇÕES PATRONAIS;00060;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);87000.00;87000.00;54363.49;32636.51
02;GOVERNO MUNICIPAL;002;DEPARTAMENTO DE PROCURADORIA MUNICIPAL;03.092.0002.2004;Manutenção das Atividades da Produradoria Geral do Município;3.3.90.14.00.00;DIÁRIAS - CIVIL;00070;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);7000.00;17000.00;7470.00;9530.00
02;GOVERNO MUNICIPAL;002;DEPARTAMENTO DE PROCURADORIA MUNICIPAL;03.092.0002.2004;Manutenção das Atividades da Produradoria Geral do Município;3.3.90.33.00.00;PASSAGENS E DESPESAS COM LOCOMOÇÃO;00080;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);3000.00;3000.00;0.00;3000.00
02;GOVERNO MUNICIPAL;003;DEPARTAMENTO DE CONTROLADORIA;04.124.0002.2005;Manutenção das Atividades de Controle Interno;3.1.90.11.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;00090;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);296000.00;293000.00;172482.81;120517.19
02;GOVERNO MUNICIPAL;003;DEPARTAMENTO DE CONTROLADORIA;04.124.0002.2005;Manutenção das Atividades de Controle Interno;3.1.90.13.00.00;CONTRIBUIÇÕES PATRONAIS;00100;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);55000.00;55000.00;30283.31;24716.69
02;GOVERNO MUNICIPAL;003;DEPARTAMENTO DE CONTROLADORIA;04.124.0002.2005;Manutenção das Atividades de Controle Interno;3.3.90.14.00.00;DIÁRIAS - CIVIL;00110;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);2000.00;7140.00;0.00;7140.00
02;GOVERNO MUNICIPAL;003;DEPARTAMENTO DE CONTROLADORIA;04.124.0002.2005;Manutenção das Atividades de Controle Interno;3.3.90.46.00.00;AUXÍLIO-ALIMENTAÇÃO;00120;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);2100.00;2100.00;0.00;2100.00
02;GOVERNO MUNICIPAL;004;ASSESSORIA JURÍDICA DE GABINETE;04.122.0002.2006;Manutenção das Atividades de Consultoria e Assessoria Técnica;3.3.90.35.00.00;SERVIÇOS DE CONSULTORIA;00130;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);30000.00;0.00;0.00;0.00
02;GOVERNO MUNICIPAL;004;ASSESSORIA JURÍDICA DE GABINETE;04.122.0002.2006;Manutenção das Atividades de Consultoria e Assessoria Técnica;3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00140;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);10000.00;14500.00;13252.20;1247.80
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.1.90.01.00.00;APOSENTADORIAS DO RPPS, RESERVA REMUNERADA E REFORMAS DOS MILITARES;00150;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);303000.00;233000.00;0.00;233000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.1.90.03.00.00;PENSÕES DO RPPS E DO MILITAR;00160;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);444000.00;229000.00;0.00;229000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.1.90.11.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;00170;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);898000.00;890000.00;881704.98;8295.02
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.1.90.13.00.00;CONTRIBUIÇÕES PATRONAIS;00180;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);166500.00;166500.00;91165.05;75334.95
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.14.00.00;DIÁRIAS - CIVIL;00190;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);60000.00;60000.00;28325.00;31675.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00200;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);600000.00;571900.00;322598.56;249301.44
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00203;E;00002;0002/01/07/00/00;Desvinculação das Receitas dos Municípios - DRM;0.00;7821.30;7821.30;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00203;EA;00002;0002/01/07/00/00;Desvinculação das Receitas dos Municípios - DRM;0.00;10562.32;9109.00;1453.32
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00204;E;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00204;EA;00378;0494/09/02/05/20;REPASSE PROAPS SESA PR;0.00;6000.00;0.00;6000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00202;E;00504;0504/99/99/00/00;Outros Royalties e Compensações Financeiras e Patrimoniais não Previdenciárias;0.00;27218.99;26937.04;281.95
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00205;E;00505;0505/99/99/00/00;Royalties Tratado de Itaipú Binacional;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00205;EA;00505;0505/99/99/00/00;Royalties Tratado de Itaipú Binacional;0.00;17000.00;15683.42;1316.58
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00201;E;00510;0510/01/07/00/00;Taxas - Exercício Poder de Polícia;0.00;31760.00;31756.33;3.67
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00208;E;00511;0511/01/07/00/00;Taxas - Prestação de Serviços;0.00;26475.00;26125.53;349.47
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00208;EA;00511;0511/01/07/00/00;Taxas - Prestação de Serviços;0.00;30000.00;25932.62;4067.38
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00209;E;01015;1015/14/99/00/00;Cessão Onerosa - Pré-Sal - Lei nº 13.885/2019;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00209;EA;01015;1015/14/99/00/00;Cessão Onerosa - Pré-Sal - Lei nº 13.885/2019;0.00;43000.00;16015.49;26984.51
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00207;E;11045;1045/01/07/00/00;Outros Recursos não Vinculados;0.00;19320.00;18280.56;1039.44
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00206;E;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.30.00.00;MATERIAL DE CONSUMO;00206;EA;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;4500.00;754.12;3745.88
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.33.00.00;PASSAGENS E DESPESAS COM LOCOMOÇÃO;00210;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);5000.00;5000.00;0.00;5000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00220;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);10000.00;46364.66;39592.00;6772.66
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.36.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;00221;E;00510;0510/01/07/00/00;Taxas - Exercício Poder de Polícia;0.00;6000.00;5600.00;400.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00230;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);900000.00;1067604.18;931587.23;136016.95
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00230;EA;00000;0000/01/07/00/00;Recursos Ordinários (Livres);0.00;40617.46;38457.00;2160.46
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00262;E;00002;0002/01/07/00/00;Desvinculação das Receitas dos Municípios - DRM;0.00;180000.00;174515.39;5484.61
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00264;E;00504;0504/99/99/00/00;Outros Royalties e Compensações Financeiras e Patrimoniais não Previdenciárias;0.00;4000.00;0.00;4000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00240;E;00510;0510/01/07/00/00;Taxas - Exercício Poder de Polícia;50000.00;21940.00;7906.46;14033.54
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00250;E;00511;0511/01/07/00/00;Taxas - Prestação de Serviços;300000.00;267732.55;92173.90;175558.65
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00263;E;01015;1015/14/99/00/00;Cessão Onerosa - Pré-Sal - Lei nº 13.885/2019;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00263;EA;01015;1015/14/99/00/00;Cessão Onerosa - Pré-Sal - Lei nº 13.885/2019;0.00;9000.00;8834.46;165.54
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00260;E;11045;1045/01/07/00/00;Outros Recursos não Vinculados;124000.00;106680.00;3000.00;103680.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00261;E;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;122940.00;118105.00;4835.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.39.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;00261;EA;19391;1045/01/07/00/00;Taxa de incrição do Concurso Público Centenario do Sul Edital 01_2025;0.00;63000.00;21806.50;41193.50
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.40.00.00;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;00270;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);50000.00;48000.00;30080.00;17920.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.46.00.00;AUXÍLIO-ALIMENTAÇÃO;00280;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);13000.00;13000.00;8000.00;5000.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.47.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;00290;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);10000.00;482000.00;473300.74;8699.26
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.47.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;00292;E;00505;0505/99/99/00/00;Royalties Tratado de Itaipú Binacional;0.00;150.00;36.64;113.36
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.47.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;00291;E;00512;0512/99/99/00/00;CIDE (Lei 10866/04, art. 1ºB);0.00;500.00;143.61;356.39
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00300;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);30000.00;50000.00;46755.42;3244.58
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00302;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);0.00;33000.00;29219.47;3780.53
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00303;E;00567;1011/09/99/05/18;FUNDO MUNICIPAL DO MEIO AMBIENTE - FMMA;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00303;EA;00567;1011/09/99/05/18;FUNDO MUNICIPAL DO MEIO AMBIENTE - FMMA;0.00;40000.00;33020.90;6979.10
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00301;E;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.92.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;00301;EA;11505;1011/12/02/06/18;CUSTEIO PAP - EMENDA INDIVIDUAL PROPOSTA 36000714601202500;0.00;4616.06;4616.06;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00311;E;00000;0000/01/07/00/00;Recursos Ordinários (Livres);100000.00;150000.00;115272.98;34727.02
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00316;E;00103;0103/01/01/00/00;5% sobre Transferências Constitucionais FUNDEB;0.00;3300.00;3084.32;215.68
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00319;E;00143;1005/03/01/01/01;EJA - TRANSP EST. MUN. E DF;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00319;EA;00143;1005/03/01/01/01;EJA - TRANSP EST. MUN. E DF;0.00;68.09;68.09;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00315;E;00303;0303/01/02/00/00;Saúde - Receitas Vinculadas (E.C. 29/00 - 15%);0.00;3000.00;2169.05;830.95
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00322;E;00945;1006/03/02/01/02;AQUISIÇÃO DE EQUIPAMENTOS INVESTIMENTO SESA PR;0.00;37031.62;37031.62;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00322;EA;00945;1006/03/02/01/02;AQUISIÇÃO DE EQUIPAMENTOS INVESTIMENTO SESA PR;0.00;438579.63;438579.63;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00321;E;01012;0940/09/06/06/25;Bloco de Financiamento da Gestão do Programa Bolsa família e Cadastro Único - P;0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00321;EA;01012;0940/09/06/06/25;Bloco de Financiamento da Gestão do Programa Bolsa família e Cadastro Único - P;0.00;20478.56;20478.56;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00318;E;01022;1006/03/99/01/02;Transferências do Sistema Único de Assistência Social - SUAS - (Covid -19);0.00;0.00;0.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00318;EA;01022;1006/03/99/01/02;Transferências do Sistema Único de Assistência Social - SUAS - (Covid -19);0.00;2404.26;2404.26;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00325;E;01040;1040/02/01/00/00;Transferências do FUNDEB - Complementação da União - VAAR;0.00;247.00;247.00;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00324;E;01948;1005/03/99/01/01;CONVENIO ESTADUAL SEAB - AQUISIÇÃO DE ENSILADEIRA;0.00;132.98;132.98;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00324;EA;01948;1005/03/99/01/01;CONVENIO ESTADUAL SEAB - AQUISIÇÃO DE ENSILADEIRA;0.00;2080.49;2080.49;0.00
03;SECRETARIA DE ADMINISTRAÇÃO;001;DEPARTAMENTO DE ADMINISTRAÇÃO;04.122.0002.2007;Manutenção das Atividades da Administração Geral (Serviços Gerais);3.3.90.93.00.00;INDENIZAÇÕES E RESTITUIÇÕES;00313;E;01950;1005/03/99/01/01;SECID - Aquisição de Caminhão Limpa Fossa;0.00;17.49;17.49;0.00
